StockCode,Year,ScopeConformity,EmphasisDifferentiation,ScopeConformity_Z,EmphasisDifferentiation_Z
1,2006,0.0,0.0,-0.6128406172521269,-0.6916328544019155
1,2007,0.0,0.0025839793281653744,-0.6128406172521269,-0.6536458271037171
1,2008,0.4999989023578295,0.4961229443055366,1.170230340881752,6.601860411265112
1,2009,0.2499998400001024,0.25206285462575956,0.27869624840939167,3.013938020396402
1,2010,0.6753904462167744,0.16935052014589946,1.7957028502860557,1.7979856814839321
1,2011,0.7142856169720219,0.14116277146577305,1.9344088535558528,1.3835981641708726
1,2012,0.7142856169720219,0.14108732203959434,1.9344088535558528,1.3824889836984735
1,2013,0.7142856169720219,0.14112954887893714,1.9344088535558528,1.3831097596007211
1,2014,0.7142856169720219,0.14012626154454177,1.9344088535558528,1.3683604530005509
1,2015,0.5714284935776175,0.1416873139987738,1.4249589593942569,1.3913094532291765
1,2016,0.4285713701832131,0.14211107232715653,0.915509065232661,1.3975391157549766
1,2017,0.37499991179643843,0.12461990659091107,0.7244652225684335,1.1404018457088503
1,2018,0.4285713701832131,0.1424780067926258,0.915509065232661,1.4029334118333152
1,2019,0.5593662961406999,0.1387249085059558,1.3819433570806892,1.3477591906177848
1,2020,0.5146677735335047,0.1277985044778939,1.2225417320840373,1.1871303482888387
1,2021,0.6666666666666666,0.10924283828750951,1.7645925460681735,0.9143438788201184
1,2022,0.7777777777777777,0.10875823556248868,2.1608314066215564,0.9072197440627332
1,2023,0.5684510856424392,0.11167350054218929,1.414341076845518,0.9500769949541311
1,2024,0.6666666666666666,0.10883008978917909,1.7645925460681735,0.9082760715809249
2,2006,0.0,0.0,-0.6128406172521269,-0.6916328544019155
2,2007,0.0,0.0042194072707302495,-0.6128406172521269,-0.6296034343410175
2,2008,0.6666663487753794,0.3306960448749203,1.7645914124202406,4.16992294333311
2,2009,0.586563402308696,0.14974968471725575,1.4789323103058947,1.5098342004022192
2,2010,0.8411826047680444,0.14578953223880492,2.386942514223426,1.4516160797445945
2,2011,0.7669293846008426,0.12837851397868907,2.122144412060182,1.195657056107188
2,2012,0.25733388676675234,0.1289584394288189,0.30485055741595507,1.2041825282984235
2,2013,0.5254083972072168,0.1353259998008494,1.2608444044589766,1.2977919032027447
2,2014,0.2679243349761774,0.13667671367679754,0.34261768159722494,1.3176487202904137
2,2015,0.25952094616011545,0.1381104040859217,0.31264993871385405,1.3387253736966283
2,2016,0.2511987339960297,0.1291664327067852,0.2829716839272265,1.2072402332273395
2,2017,0.25973693349498495,0.13302127882067222,0.3134201818930179,1.2639102471715098
2,2018,0.3972502712205309,0.13466916174901356,0.8038133361543842,1.288135740425584
2,2019,0.6830884677612599,0.13600623730635333,1.8231551478537769,1.3077920608700986
2,2020,0.5155645943277726,0.04436278287267759,1.2257399293308089,-0.03945648997064494
2,2021,0.5555555555555556,0.10999035709365863,1.3683536855147902,0.9253331375133235
2,2022,0.683086780442926,0.11391783848335975,1.823149130623931,0.9830709611628918
2,2023,0.6666666666666666,0.10987512253335038,1.7645925460681735,0.9236390765971187
2,2024,0.7777777777777777,0.10980939098093909,2.1608314066215564,0.9226727583883838
6,2006,0.0,0.0,-0.6128406172521269,-0.6916328544019155
6,2007,0.6666663487753794,0.33094829201727693,1.7645914124202406,4.173631223418074
6,2008,0.9999995231630692,0.3292456236256069,2.9533074272564246,4.148600330187177
6,2009,0.46771603874020423,0.23252995951836083,1.0551048150245188,2.7267853285889103
6,2010,0.476452185461278,0.1417291696861632,1.086259222425988,1.3919247728341422
6,2011,0.2645319166087831,0.1316287154396163,0.3305198097014748,1.243438201364471
6,2012,0.25733388676675234,0.1282939964942867,0.30485055741595507,1.1944145662961536
6,2013,0.2864668419627826,0.1426779823865727,0.4087430381588053,1.4058732489533081
6,2014,0.4157951961954718,0.13741467013747458,0.8699473156244512,1.3284974031382457
